Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,PlusGr,Age,Sex,Maturity,IndWgt,CANoAtLngt,DateofCalculation
NS-IBTS,2012,1,7,127140,Microstomus kitt,270,-9,-9,F,61,200,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,270,-9,-9,M,62,210,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,270,-9,3,F,62,214,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,270,-9,4,M,62,222,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,280,-9,-9,F,61,220,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,280,-9,-9,M,63,230,3,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,280,-9,4,M,62,218,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,280,-9,4,F,61,234,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,280,-9,4,M,62,246,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,280,-9,5,M,62,238,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,-9,M,63,255,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,-9,M,62,290,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,3,M,62,278,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,3,F,62,282,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,4,M,61,180,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,4,M,62,272,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,4,F,62,314,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,5,F,62,238,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,5,M,62,282,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,290,-9,5,M,62,304,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,-9,F,64,280,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,-9,F,62,300,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,-9,M,63,315,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,-9,M,62,340,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,3,F,62,282,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,4,F,62,320,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,4,M,62,322,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,300,-9,4,M,62,334,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,-9,F,62,335,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,-9,F,62,342,2,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,4,F,62,306,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,4,M,62,354,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,4,F,62,376,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,5,M,62,330,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,5,M,62,376,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,5,F,62,410,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,310,-9,6,M,63,382,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,320,-9,-9,F,61,305,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,320,-9,-9,F,62,360,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,320,-9,-9,M,62,380,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,320,-9,4,F,62,368,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,320,-9,4,F,62,404,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,320,-9,5,F,62,430,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,330,-9,-9,F,62,390,1,20211124
NS-IBTS,2012,1,7,127140,Microstomus kitt,330,-9,-9,F,64,440,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,170,-9,-9,F,61,50,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,170,-9,-9,F,62,60,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,200,-9,-9,M,63,70,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,200,-9,-9,F,61,80,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,200,-9,-9,M,63,85,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,210,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,210,-9,-9,M,62,85,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,210,-9,-9,M,62,90,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,210,-9,-9,M,63,105,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,220,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,220,-9,-9,M,63,97,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,220,-9,-9,F,61,110,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,230,-9,-9,U,-9,,8,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,230,-9,-9,M,63,115,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,230,-9,-9,M,63,140,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,U,-9,,4,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,F,62,100,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,M,63,105,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,M,61,120,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,F,62,125,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,M,62,130,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,240,-9,-9,F,61,175,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,250,-9,-9,U,-9,,11,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,250,-9,-9,F,62,142,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,250,-9,-9,M,62,165,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,U,-9,,12,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,M,63,160,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,F,64,165,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,M,63,180,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,M,62,185,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,M,63,185,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,260,-9,-9,F,62,200,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,270,-9,-9,U,-9,,8,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,270,-9,-9,M,63,170,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,270,-9,-9,M,62,177,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,270,-9,-9,F,64,190,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,270,-9,-9,F,62,195,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,280,-9,-9,U,-9,,4,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,280,-9,-9,F,64,160,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,280,-9,-9,M,63,200,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,280,-9,-9,M,63,210,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,280,-9,-9,F,62,230,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,280,-9,-9,F,64,240,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,290,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,290,-9,-9,F,62,230,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,290,-9,-9,F,62,245,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,290,-9,-9,F,62,295,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,300,-9,-9,U,-9,,5,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,300,-9,-9,M,62,260,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,300,-9,-9,F,64,275,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,300,-9,-9,F,62,290,2,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,310,-9,-9,M,62,280,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,310,-9,-9,F,62,355,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,320,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,330,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,330,-9,-9,M,63,340,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,330,-9,-9,F,62,415,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,340,-9,-9,F,64,355,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,340,-9,-9,F,64,405,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,340,-9,-9,F,62,465,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,350,-9,-9,F,64,435,1,20211124
NS-IBTS,2012,1,2,127140,Microstomus kitt,360,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,150,-9,2,F,61,28,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,170,-9,2,F,61,48,2,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,170,-9,2,F,62,60,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,180,-9,-9,F,62,58,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,190,-9,2,M,62,58,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,190,-9,2,F,61,60,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,190,-9,2,F,62,64,3,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,200,-9,2,F,62,84,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,200,-9,2,F,62,85,2,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,200,-9,3,M,62,80,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,210,-9,-9,F,62,97,2,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,210,-9,2,F,62,116,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,220,-9,2,F,62,88,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,220,-9,3,F,62,104,3,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,220,-9,3,F,62,112,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,220,-9,3,F,62,132,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,230,-9,3,F,62,119,2,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,230,-9,4,F,62,118,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,240,-9,3,F,62,126,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,240,-9,3,F,62,138,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,240,-9,3,F,62,140,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,250,-9,3,F,62,148,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,250,-9,3,F,62,172,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,250,-9,3,F,62,182,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,250,-9,4,F,62,144,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,250,-9,4,F,62,160,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,260,-9,3,M,62,192,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,260,-9,4,F,62,166,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,280,-9,3,M,62,228,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,310,-9,4,F,62,324,1,20211124
NS-IBTS,2012,1,4,127140,Microstomus kitt,340,-9,5,F,62,462,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,140,-9,2,F,62,26,2,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,160,-9,2,F,62,36,2,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,160,-9,2,M,62,46,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,170,-9,2,M,63,36,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,170,-9,2,M,62,46,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,170,-9,2,M,62,46,3,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,180,-9,2,F,62,56,2,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,180,-9,2,M,62,56,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,180,-9,2,F,62,60,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,180,-9,2,M,62,64,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,180,-9,3,F,62,60,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,190,-9,2,M,62,57,2,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,190,-9,2,M,62,65,2,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,200,-9,2,M,62,64,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,200,-9,2,M,62,70,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,200,-9,3,M,62,66,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,200,-9,3,M,62,74,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,210,-9,2,F,62,78,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,210,-9,2,M,62,84,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,210,-9,4,F,62,82,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,220,-9,3,F,64,90,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,220,-9,3,M,62,98,2,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,220,-9,3,M,62,100,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,220,-9,3,F,62,104,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,230,-9,-9,M,62,108,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,230,-9,2,M,62,110,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,230,-9,2,F,62,126,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,230,-9,3,M,63,96,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,230,-9,3,M,62,114,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,230,-9,3,M,62,122,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,240,-9,3,F,62,122,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,240,-9,3,F,62,130,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,250,-9,3,F,61,114,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,250,-9,3,F,62,150,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,250,-9,3,F,63,164,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,250,-9,4,F,62,168,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,260,-9,3,F,64,146,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,260,-9,3,F,64,154,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,260,-9,3,M,62,174,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,260,-9,3,F,64,182,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,270,-9,3,F,62,162,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,270,-9,3,F,62,186,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,280,-9,3,F,64,222,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,290,-9,3,F,63,220,1,20211124
NS-IBTS,2012,1,6,127140,Microstomus kitt,290,-9,4,M,62,258,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,120,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,140,-9,-9,U,-9,19,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,150,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,160,-9,-9,F,62,40,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,180,-9,-9,U,-9,,4,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,180,-9,-9,F,61,62,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,190,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,190,-9,-9,F,61,71,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,200,-9,-9,U,-9,,3,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,210,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,210,-9,-9,F,62,90,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,210,-9,-9,F,61,93,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,220,-9,-9,U,-9,,3,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,220,-9,-9,M,63,60,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,220,-9,-9,F,61,139,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,230,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,230,-9,-9,F,61,120,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,240,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,240,-9,-9,F,62,125,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,240,-9,-9,M,63,140,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,250,-9,-9,M,63,178,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,260,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,260,-9,-9,M,63,180,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,270,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,270,-9,-9,F,63,228,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,280,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,280,-9,-9,F,63,180,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,280,-9,-9,M,63,238,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,280,-9,-9,F,63,254,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,290,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,290,-9,-9,M,63,245,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,290,-9,-9,M,63,278,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,290,-9,-9,F,63,296,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,300,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,300,-9,-9,F,62,270,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,300,-9,-9,M,62,300,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,300,-9,-9,F,63,331,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,310,-9,-9,U,-9,,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,310,-9,-9,F,62,325,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,310,-9,-9,F,62,345,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,310,-9,-9,M,63,355,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,310,-9,-9,F,63,372,2,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,320,-9,-9,U,-9,,3,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,320,-9,-9,M,63,355,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,320,-9,-9,M,62,365,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,330,-9,-9,F,62,425,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,330,-9,-9,F,62,430,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,340,-9,-9,U,-9,,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,340,-9,-9,F,63,429,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,350,-9,-9,M,63,443,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,350,-9,-9,F,62,510,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,350,-9,-9,F,63,510,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,360,-9,-9,F,62,450,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,370,-9,-9,F,63,625,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,380,-9,-9,F,63,703,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,390,-9,-9,F,63,777,1,20211124
NS-IBTS,2012,1,1,127140,Microstomus kitt,440,-9,-9,U,-9,,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,170,-9,2,M,62,50,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,180,-9,3,F,63,76,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,200,-9,-9,-9,-9,,3,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,200,-9,2,F,62,82,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,200,-9,2,F,63,86,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,200,-9,3,M,62,74,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,210,-9,-9,-9,-9,,2,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,210,-9,2,M,63,92,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,210,-9,3,F,62,98,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,210,-9,3,M,62,108,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,220,-9,-9,-9,-9,,5,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,220,-9,3,M,62,98,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,220,-9,3,F,63,102,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,230,-9,-9,-9,-9,,4,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,230,-9,3,M,63,120,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,240,-9,-9,-9,-9,,2,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,240,-9,-9,-9,-9,178,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,240,-9,3,M,62,135,2,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,240,-9,3,F,63,162,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,250,-9,-9,-9,-9,,4,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,250,-9,3,M,62,160,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,250,-9,3,F,64,178,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,250,-9,4,F,64,170,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,260,-9,-9,-9,-9,,6,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,260,-9,3,M,62,170,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,260,-9,3,F,63,178,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,260,-9,4,F,63,192,2,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,270,-9,-9,-9,-9,,2,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,270,-9,-9,M,62,185,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,270,-9,4,M,62,154,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,270,-9,4,F,63,204,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,280,-9,-9,-9,-9,,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,280,-9,-9,F,63,200,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,280,-9,3,F,63,240,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,290,-9,-9,-9,-9,,6,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,290,-9,-9,F,62,270,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,290,-9,3,F,63,312,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,300,-9,-9,-9,-9,,3,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,300,-9,3,M,62,272,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,300,-9,3,F,64,284,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,310,-9,-9,-9,-9,,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,320,-9,-9,-9,-9,,2,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,340,-9,-9,-9,-9,,3,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,350,-9,-9,-9,-9,,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,360,-9,-9,-9,-9,,1,20211124
NS-IBTS,2013,1,2,127140,Microstomus kitt,370,-9,-9,-9,-9,,2,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,280,-9,5,M,63,268,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,290,-9,-9,-9,-9,,4,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,290,-9,3,M,63,228,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,290,-9,4,F,62,262,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,290,-9,4,F,63,298,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,290,-9,4,F,63,306,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,300,-9,-9,-9,-9,,4,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,300,-9,3,F,63,344,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,300,-9,4,F,64,294,1,20211124
NS-IBTS,2013,1,7,127140,Microstomus kitt,300,-9,4,M,63,325,2,20211124
